contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
TLL35_k99_60254	5672	No	NA	9	4	0	Low-quality	Genome-fragment	11.38	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_60469	23487	No	NA	49	4	0	Low-quality	Genome-fragment	38.92	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_60946	28945	No	NA	43	18	1	Low-quality	Genome-fragment	47.97	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_61450	14885	No	NA	27	6	0	Low-quality	Genome-fragment	23.97	AAI-based (medium-confidence)	0.0	1.0	
TLL35_k99_61593	5705	No	NA	3	0	0	Low-quality	Genome-fragment	6.01	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_61995	14130	No	NA	19	7	1	Low-quality	Genome-fragment	29.15	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_65294	5791	No	NA	9	0	0	Low-quality	Genome-fragment	7.03	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_67436	14171	No	NA	13	4	0	Low-quality	Genome-fragment	34.81	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_67627	10395	No	NA	12	1	0	Low-quality	Genome-fragment	10.9	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_68095	6649	No	NA	13	0	0	Low-quality	Genome-fragment	6.71	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_68136	5968	No	NA	11	9	0	Low-quality	Genome-fragment	17.43	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_69080	24323	No	NA	36	17	0	Medium-quality	Genome-fragment	63.14	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_70198	6141	No	NA	5	0	2	Low-quality	Genome-fragment	3.04	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_71230	19847	Yes	16586	32	5	3	Low-quality	Genome-fragment	15.19	AAI-based (high-confidence)	16.43	1.0	
TLL35_k99_73845	6423	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL35_k99_81996	5149	No	NA	13	2	0	Low-quality	Genome-fragment	4.52	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_82104	15753	No	NA	24	1	3	Low-quality	Genome-fragment	10.12	AAI-based (medium-confidence)	0.0	1.0	
TLL35_k99_83138	7953	No	NA	5	3	0	Low-quality	Genome-fragment	12.38	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_83711	10118	No	NA	23	2	0	Low-quality	Genome-fragment	21.08	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_87961	10896	No	NA	12	2	1	Low-quality	Genome-fragment	9.99	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_89956	5736	Yes	5336	6	1	1	Low-quality	Genome-fragment	8.35	AAI-based (high-confidence)	6.97	1.0	
TLL35_k99_90986	5244	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
TLL35_k99_92304	12976	No	NA	16	1	0	Low-quality	Genome-fragment	39.26	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_96062	6126	Yes	3943	7	1	1	Low-quality	Genome-fragment	5.85	HMM-based (lower-bound)	35.63	1.0	
TLL35_k99_98027	5002	No	NA	8	0	0	Low-quality	Genome-fragment	2.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_98085	5403	No	NA	11	5	1	Low-quality	Genome-fragment	8.11	AAI-based (high-confidence)	0.0	1.01	
TLL35_k99_106797	11813	No	NA	16	5	0	Low-quality	Genome-fragment	11.52	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_117889	15989	No	NA	19	13	0	Low-quality	Genome-fragment	42.71	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_119879	9986	No	NA	6	5	0	Low-quality	Genome-fragment	24.22	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_125021	5191	No	NA	13	2	0	Low-quality	Genome-fragment	5.24	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_125764	5270	No	NA	12	0	0	Low-quality	Genome-fragment	9.96	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_126812	11295	No	NA	24	1	0	Low-quality	Genome-fragment	12.39	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_129285	11721	No	NA	10	3	0	Low-quality	Genome-fragment	25.51	AAI-based (medium-confidence)	0.0	1.0	
TLL35_k99_129787	9396	No	NA	18	2	0	Low-quality	Genome-fragment	26.52	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_130167	8052	No	NA	13	3	0	Low-quality	Genome-fragment	16.99	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_133305	5100	No	NA	9	2	0	Low-quality	Genome-fragment	13.3	AAI-based (medium-confidence)	0.0	1.0	
TLL35_k99_137752	14256	No	NA	20	2	0	Low-quality	Genome-fragment	16.32	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_140237	23959	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL35_k99_140889	17830	No	NA	40	8	0	Low-quality	Genome-fragment	31.79	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_142883	5436	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL35_k99_149429	17569	No	NA	18	2	0	Low-quality	Genome-fragment	18.44	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_152238	6735	Yes	2138	7	1	2	Low-quality	Genome-fragment	3.35	AAI-based (high-confidence)	68.26	1.0	
TLL35_k99_152436	5198	No	NA	9	5	0	Low-quality	Genome-fragment	9.79	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_160145	16597	No	NA	22	9	0	Low-quality	Genome-fragment	41.39	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_160697	8545	No	NA	12	1	0	Low-quality	Genome-fragment	8.97	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_166163	13982	No	NA	12	2	1	Low-quality	Genome-fragment	15.87	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_170563	6413	No	NA	9	1	0	Low-quality	Genome-fragment	3.81	HMM-based (lower-bound)	0.0	1.0	
TLL35_k99_175694	24861	No	NA	41	4	1	Low-quality	Genome-fragment	44.39	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_176541	16692	Yes	15194	30	5	3	Low-quality	Genome-fragment	40.59	AAI-based (high-confidence)	8.97	1.0	
TLL35_k99_177509	28442	No	NA	37	20	1	Medium-quality	Genome-fragment	75.33	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_184232	35706	No	NA	53	7	0	Low-quality	Genome-fragment	32.87	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_187667	7256	No	NA	6	2	0	Low-quality	Genome-fragment	11.06	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_194864	9913	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL35_k99_196714	5244	No	NA	6	0	0	Low-quality	Genome-fragment	5.6	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_201190	5192	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL35_k99_203359	5800	No	NA	11	3	0	Low-quality	Genome-fragment	8.12	HMM-based (lower-bound)	0.0	1.0	
TLL35_k99_208317	5075	No	NA	12	1	1	Low-quality	Genome-fragment	14.26	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_210426	15785	No	NA	28	2	1	Low-quality	Genome-fragment	18.89	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_213051	7599	No	NA	8	0	1	Low-quality	Genome-fragment	16.35	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_221802	16154	No	NA	22	2	0	Low-quality	Genome-fragment	16.96	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_222287	7394	No	NA	1	1	0	Low-quality	Genome-fragment	12.94	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_224488	7283	No	NA	14	2	1	Low-quality	Genome-fragment	20.67	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_256809	7950	No	NA	8	1	0	Low-quality	Genome-fragment	8.26	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_260687	5385	No	NA	5	0	0	Low-quality	Genome-fragment	3.17	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_265203	6184	No	NA	4	3	0	Low-quality	Genome-fragment	10.04	HMM-based (lower-bound)	0.0	1.0	
TLL35_k99_269452	5254	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL35_k99_271593	14655	No	NA	14	4	1	Low-quality	Genome-fragment	34.95	AAI-based (medium-confidence)	0.0	1.0	
TLL35_k99_275328	5370	No	NA	13	3	0	Low-quality	Genome-fragment	17.39	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_276070	9084	No	NA	19	2	1	Low-quality	Genome-fragment	25.38	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_281363	5877	No	NA	6	0	0	Low-quality	Genome-fragment	8.54	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL35_k99_291420	6334	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL35_k99_292873	13511	No	NA	28	2	1	Low-quality	Genome-fragment	35.22	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_294766	10845	No	NA	10	3	0	Low-quality	Genome-fragment	10.1	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_294971	6386	No	NA	5	2	0	Low-quality	Genome-fragment	6.75	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_299340	21293	No	NA	30	7	3	Low-quality	Genome-fragment	49.71	AAI-based (medium-confidence)	0.0	1.0	
TLL35_k99_307507	6247	No	NA	3	1	0	Low-quality	Genome-fragment	5.4	HMM-based (lower-bound)	0.0	1.01	
TLL35_k99_309390	5292	No	NA	9	1	0	Low-quality	Genome-fragment	8.22	AAI-based (medium-confidence)	0.0	1.01	
TLL35_k99_319654	13583	No	NA	18	3	0	Low-quality	Genome-fragment	27.15	HMM-based (lower-bound)	0.0	1.0	
TLL35_k99_333886	7133	No	NA	15	2	0	Low-quality	Genome-fragment	18.79	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_338914	22118	No	NA	25	12	0	Low-quality	Genome-fragment	39.5	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_343300	7388	No	NA	5	3	0	Low-quality	Genome-fragment	6.69	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_363877	8521	No	NA	1	1	0	Low-quality	Genome-fragment	13.52	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_183549_provirus_2_12637	12636	Yes	8735	16	3	3	Low-quality	Genome-fragment	24.03	AAI-based (high-confidence)	30.87	1.0	
TLL35_k99_32746_provirus_1_53918	53918	No	NA	87	21	1	Medium-quality	Genome-fragment	86.06	AAI-based (high-confidence)	0.0	1.0	
TLL35_k99_177301_provirus_5270_13455	8186	No	NA	10	3	0	Low-quality	Genome-fragment	17.0	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_88888	12315	No	NA	12	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_38640	6445	No	NA	4	2	0	Low-quality	Genome-fragment	8.1	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_28528	21947	No	NA	34	1	0	Low-quality	Genome-fragment	35.63	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_84064	5271	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_173029	15561	No	NA	18	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_291860	6813	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_904	13221	No	NA	20	1	1	Low-quality	Genome-fragment	20.59	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_4467	10730	No	NA	24	4	1	Low-quality	Genome-fragment	16.17	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_31867	17755	No	NA	35	6	0	Low-quality	Genome-fragment	45.93	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_33433	8494	No	NA	12	5	0	Low-quality	Genome-fragment	24.05	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_34561	17051	No	NA	13	0	8	Low-quality	Genome-fragment	17.57	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_53181	14385	No	NA	21	11	0	Low-quality	Genome-fragment	22.84	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_70960	13685	No	NA	28	16	0	Low-quality	Genome-fragment	34.64	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_95026	9099	No	NA	15	6	0	Low-quality	Genome-fragment	24.84	AAI-based (high-confidence)	0.0	1.01	
TLL36_k99_96588	12386	No	NA	19	13	0	Low-quality	Genome-fragment	31.31	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_102732	15843	No	NA	20	7	0	Low-quality	Genome-fragment	25.21	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_119859	11988	No	NA	25	4	1	Low-quality	Genome-fragment	30.76	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_127987	6265	No	NA	6	0	3	Low-quality	Genome-fragment	6.65	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_178675	5424	No	NA	3	0	3	Low-quality	Genome-fragment	3.0	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_220762	12327	Yes	7635	14	2	2	Low-quality	Genome-fragment	15.17	AAI-based (high-confidence)	38.06	1.0	
TLL36_k99_305519	6751	No	NA	9	0	3	Low-quality	Genome-fragment	0.77	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_28082	17099	No	NA	25	1	1	Low-quality	Genome-fragment	9.46	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_49080	13001	No	NA	17	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_83238	6573	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL36_k99_190111	5710	No	NA	11	2	0	Low-quality	Genome-fragment	13.41	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_161399	26418	No	NA	44	3	0	Medium-quality	Genome-fragment	69.92	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_133053	15373	No	NA	12	9	0	Low-quality	Genome-fragment	25.31	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_163984	6135	No	NA	10	5	0	Low-quality	Genome-fragment	15.06	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_97216	22414	No	NA	39	10	0	Low-quality	Genome-fragment	35.97	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_284344	11566	No	NA	19	3	2	Low-quality	Genome-fragment	18.56	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_86431	8464	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_178692	30101	No	NA	36	5	0	Medium-quality	Genome-fragment	52.62	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_261511	6016	No	NA	8	2	0	Low-quality	Genome-fragment	11.43	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_38803	9492	No	NA	10	0	3	Low-quality	Genome-fragment	10.0	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_159333	15183	Yes	9639	21	3	4	Low-quality	Genome-fragment	9.38	HMM-based (lower-bound)	36.51	1.0	
TLL36_k99_299547	19860	No	NA	16	0	4	Low-quality	Genome-fragment	22.07	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_105319	8156	No	NA	4	4	0	Low-quality	Genome-fragment	12.32	HMM-based (lower-bound)	0.0	1.0	
TLL36_k99_67574	6367	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_35192	9489	No	NA	20	1	0	Low-quality	Genome-fragment	24.92	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_132615	10415	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_311482	9028	No	NA	17	1	0	Low-quality	Genome-fragment	23.66	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_146241	41784	No	NA	60	14	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
TLL36_k99_91376	7452	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_177938	7656	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_71285	5452	No	NA	4	0	3	Low-quality	Genome-fragment	1.66	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_63195	13802	No	NA	16	4	0	Low-quality	Genome-fragment	18.22	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_63781	9976	No	NA	17	2	0	Low-quality	Genome-fragment	17.68	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_74564	11531	No	NA	13	6	0	Low-quality	Genome-fragment	21.46	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_96320	21226	No	NA	16	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_211217	10536	Yes	7074	6	2	1	Low-quality	Genome-fragment	10.35	AAI-based (medium-confidence)	32.86	1.0	
TLL36_k99_22242	5600	No	NA	16	2	0	Low-quality	Genome-fragment	14.51	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_24672	5540	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_29664	11280	No	NA	24	0	0	Low-quality	Genome-fragment	7.01	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_38900	5732	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_39036	5524	No	NA	6	0	1	Low-quality	Genome-fragment	3.28	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_45811	9786	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_69767	5956	No	NA	13	0	0	Low-quality	Genome-fragment	3.94	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_100869	11498	No	NA	34	0	0	Low-quality	Genome-fragment	7.49	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_119392	11477	No	NA	18	6	1	Low-quality	Genome-fragment	6.95	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_125440	7123	No	NA	20	1	0	Low-quality	Genome-fragment	3.49	HMM-based (lower-bound)	0.0	1.0	
TLL36_k99_136796	9074	No	NA	13	2	0	Low-quality	Genome-fragment	5.33	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_138929	5115	No	NA	4	3	0	Low-quality	Genome-fragment	3.18	AAI-based (high-confidence)	0.0	1.01	
TLL36_k99_170449	6804	No	NA	12	0	1	Low-quality	Genome-fragment	4.04	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_199408	12029	No	NA	16	8	1	Low-quality	Genome-fragment	7.03	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_247047	7088	No	NA	6	4	0	Low-quality	Genome-fragment	4.13	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_254775	7431	No	NA	6	0	0	Low-quality	Genome-fragment	4.62	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_296242	9147	No	NA	18	0	1	Low-quality	Genome-fragment	20.71	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_315138	7678	No	NA	12	4	0	Low-quality	Genome-fragment	4.81	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_185951	14785	No	NA	21	1	2	Low-quality	Genome-fragment	9.42	HMM-based (lower-bound)	0.0	1.0	
TLL36_k99_13354	7913	No	NA	4	0	3	Low-quality	Genome-fragment	3.53	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_126132	37692	Yes	34053	52	19	2	Medium-quality	Genome-fragment	60.24	AAI-based (high-confidence)	9.65	1.0	
TLL36_k99_255618	7571	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_44003	8184	No	NA	7	0	3	Low-quality	Genome-fragment	27.51	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_129531	5872	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_573	10297	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_728	9691	No	NA	14	9	0	Low-quality	Genome-fragment	21.14	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_5084	7189	No	NA	8	0	0	Low-quality	Genome-fragment	6.72	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_6894	5523	No	NA	9	1	0	Low-quality	Genome-fragment	4.43	HMM-based (lower-bound)	0.0	1.0	
TLL36_k99_16634	23468	No	NA	34	17	1	Medium-quality	Genome-fragment	67.45	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_21458	5955	No	NA	6	0	0	Low-quality	Genome-fragment	13.34	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_24250	10186	No	NA	18	2	0	Low-quality	Genome-fragment	19.33	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_27333	5385	No	NA	6	1	1	Low-quality	Genome-fragment	13.22	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_27396	19918	No	NA	22	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_28969	15984	No	NA	21	5	0	Low-quality	Genome-fragment	34.9	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_30485	6170	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_30910	5871	No	NA	7	1	0	Low-quality	Genome-fragment	10.81	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_32997	10919	No	NA	19	2	0	Low-quality	Genome-fragment	11.91	HMM-based (lower-bound)	0.0	1.02	
TLL36_k99_33044	11205	No	NA	21	6	0	Medium-quality	Genome-fragment	63.8	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_33213	18087	No	NA	17	1	2	Low-quality	Genome-fragment	7.35	HMM-based (lower-bound)	0.0	1.0	
TLL36_k99_35785	9890	Yes	6019	11	4	3	Low-quality	Genome-fragment	9.9	AAI-based (high-confidence)	39.14	1.0	
TLL36_k99_39936	12387	No	NA	23	6	0	Low-quality	Genome-fragment	20.48	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_44303	8144	No	NA	12	2	0	Low-quality	Genome-fragment	20.34	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_44479	7753	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_49169	9120	No	NA	9	0	3	Low-quality	Genome-fragment	8.35	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_52019	5895	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_59798	6193	No	NA	12	1	1	Low-quality	Genome-fragment	16.13	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_65545	15523	No	NA	20	8	0	Low-quality	Genome-fragment	24.7	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_68511	25685	No	NA	48	8	0	Low-quality	Genome-fragment	40.38	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_72482	21828	No	NA	8	2	1	Low-quality	Genome-fragment	34.31	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_73448	10001	No	NA	20	0	1	Low-quality	Genome-fragment	18.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_80328	7130	No	NA	8	1	0	Low-quality	Genome-fragment	41.56	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_83065	8188	No	NA	14	8	0	Low-quality	Genome-fragment	13.54	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_88662	11903	No	NA	13	1	4	Low-quality	Genome-fragment	13.73	HMM-based (lower-bound)	0.0	1.0	
TLL36_k99_93548	7657	No	NA	14	1	0	Low-quality	Genome-fragment	20.25	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_99980	5333	No	NA	10	2	0	Low-quality	Genome-fragment	4.31	HMM-based (lower-bound)	0.0	1.0	
TLL36_k99_105248	8362	No	NA	8	1	0	Low-quality	Genome-fragment	8.17	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_105619	11553	No	NA	21	1	1	Low-quality	Genome-fragment	18.66	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_107613	8734	No	NA	14	1	1	Low-quality	Genome-fragment	16.83	AAI-based (medium-confidence)	0.0	1.0	
TLL36_k99_113217	6518	No	NA	6	5	0	Low-quality	Genome-fragment	14.48	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_118324	5421	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_123100	11467	No	NA	16	2	0	Low-quality	Genome-fragment	17.85	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_128351	15084	No	NA	20	0	6	Low-quality	Genome-fragment	22.18	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL36_k99_129742	16780	No	NA	30	6	1	Low-quality	Genome-fragment	25.92	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_136559	8445	No	NA	13	3	0	Low-quality	Genome-fragment	8.04	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_138238	7141	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL36_k99_140080	6069	No	NA	8	1	0	Low-quality	Genome-fragment	11.26	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_148357	11558	No	NA	10	2	0	Low-quality	Genome-fragment	30.37	AAI-based (high-confidence)	0.0	1.0	
TLL36_k99_152378	11643	No	NA	11	7	0	Low-quality	Genome-fragment	18.49	AAI-based (high-confidence)	0.0	1.0	
